,Unnamed: 0,Name,language,genra,chapters,type,status,authors,published,score,views
835,835,Alichino,EN,"Fantasy,Shoujo,Supernatural",Chap 17,Manga,Finished,"Shurei,Kouyu(Story&Art)","Nov1,1998toMay1,2001",7.09,166
836,836,Alicia's Diet Quest,EN/JA,"Comedy,Ecchi,Fantasy",Chap 17.2,Manga,Finished,"Fujiwara,Aoi(Story&Art)","Aug9,2017toJan9,2018",6.4,880
837,837,Alien Nine,EN/FR/JA,"Action,School,Sci-Fi",Chap 30,Manga,Publishing,"Tomizawa,Hitoshi(Story&Art)","Jun9,1998toAug24,1999",7.14,769
838,838,Aliens Area,EN/JA,"Action,Fantasy,Shounen",Chap 20,Manga,Publishing,s:ShounenJump(Weekly),?,,12383
839,839,Alive,EN,"Horror,Psychological,Seinen",Chap 10,Manga,Finished,"Takahashi,Tsutomu","Jan1,1999to?",6.74,436
840,840,Alive: The Final Evolution,EN/FR/JA,"Adventure,Sci-Fi,Shounen",Chap 82,Manga,Publishing,"Kawashima,Tadashi(Story),Adachitoka","Apr5,2003toFeb6,2010",7.86,2991
841,841,All 1,EN,"Comedy,Romance,Shoujo",Chap 3,Manga,Finished,"Hayano,Akari(Story)",?,6.37,180
842,842,All About Lust,EN,"Drama,Yaoi",Chap 60.5,Manhwa,Finished,"Gim,Gongnyong(Story&Art)","Aug17,2016toNov29,2017",,12104
843,843,All Alone in Hyakki Demon Village,EN,"Demons,Fantasy,SliceofLife",Chap 14,Manga,Publishing,,?,,1459
844,844,All Around Type-Moon,EN/JA,"Comedy,Seinen,SliceofLife",Chap 11,Manga,Publishing,B-suke(Story&Art),"Apr12,2008to?",7.86,873
845,845,All Because of You,EN/JA,"Comedy,GenderBender,Romance",Chap 40,Manga,Publishing,"Asazuki,Norito(Story&Art)","Nov27,2019to?",6.82,9714
846,846,All Hail the Sect Leader,EN,"Adventure,Comedy,Fantasy",Chap 355,Manhua,Publishing,,?,,19186
847,847,All My Darling Daughters,EN,"Drama,Romance,Shoujo",Chap 5,Manga,Finished,"Yoshinaga,Fumi","May28,2002toAug28,2003",7.32,286
848,848,All of Us Are Dead,EN,"Action,Horror,Mystery",Chap 9,Manhwa,Finished,,?,,1786
849,849,All Out!!,EN/JA,"School,Seinen,Sports",Chap 118.5,Manga,Publishing,"Amase,Shiori","Nov21,2012toNov22,2019",7.37,6534
850,850,All points are divided to VIT because a painful one isn't liked,EN/JA,"Action,Adventure,Comedy",Chap 38,Manga,Publishing,"Oimoto,Jirou(Art),Yuumikan","May26,2018to?",7.18,14186
851,851,All Purpose Apocalyptic Upgrade System,EN,"Action,Drama,Fantasy",Chap 23,Manhua,Publishing,,?,,1448
852,852,All Right!,JA,"Action,Comedy,Drama",Chap 27,Manga,Publishing,,?,,96
853,853,All Rounder,EN,"Action,Fantasy,Horror",Chap 72,Manhwa,Publishing,,?,,4770
854,854,All Rounder Meguru,EN/JA,"Action,Drama,MartialArts",Chap 175.3,Manga,Finished,"Endo,Hiroki","Nov25,2008toApr12,2016",7.6,9280
855,855,All That We Hope to Be,EN,"Drama,School",Chap 173,Manhwa,Finished,,?,,219
856,856,All That You Are,EN,"Drama,Seinen",Chap 61,Manhwa,Finished,,?,,60
857,857,All the Female Apprentices Want to Kill Me,EN,"Action,Adventure,Comedy",Chap 27,Manhua,Publishing,,?,,1567
858,858,All the Heroes Love Me,EN,"Drama,Fantasy,Josei",Chap 8,Manhua,Publishing,,?,,1541
859,859,All the Things I Like About You,EN,"Drama,Josei,Romance",Chap 36,Manhua,Finished,,?,,776
860,860,All These Wild Men Want to Marry Me!,EN,"Fantasy,Romance",Chap 10,Manhua,Publishing,,?,,288
861,861,All You Need Is Kill,EN/JA,"Action,Military,Sci-Fi",Chap 17,Manga,Finished,"Obata,Takeshi,Sakurazaka,Hiroshi,Takeuchi,Ryousuke","Jan9,2014toMay29,2014",7.87,20720
862,862,All You Need Is Love (IKUEMI Ryou),EN/JA,"Drama,Romance,Shoujo",Chap 8,Manga,Finished,"Ikuemi,Ryou","Jan1,1992to?",6.72,132
863,863,"All You Want, Whenever You Want",EN,"Drama,Romance,Yaoi",Chap 1,Manga,Finished,,?,,12086
864,864,All-Attribute Martial Arts,EN,"Action,Adventure,Fantasy",Chap 58,Manhua,Publishing,,?,,5945
865,865,All-Purpose Cultural Cat-Girl Nuku Nuku,EN,"Action,Comedy,Mecha",Vol 1,Manga,Finished,"Takada,Yuuzo","Jan1,1990toJan1,1991",6.28,137
866,866,Alladin And The Magic Teapot,EN,"Comedy,Fantasy,Shoujo",Chap 4.5,Manga,Finished,"Sou,Michiko(Story&Art)","Jan1,1999to?",6.68,53
867,867,Allegro Agitato,EN/JA,"Drama,Romance,Shoujo",Chap 8,Manga,Finished,"Mizushiro,Setona","Aug11,1999toMar13,2000",6.28,87
868,868,Allied noble territory management,JA,"Comedy,Fantasy",Chap 35,Manga,Publishing,,?,,603
869,869,Allison,EN/JA,"Action,Adventure,Historical",Chap 9,Manga,Publishing,"Sigsawa,Keiichi,Haruse,Hiroki","Jul27,2007toDec27,2008",6.86,136
870,870,Allure,EN,Yaoi,Chap 5,Manga,Finished,"Ebihara,Yuri","Mar22,2005to?",7.11,175
871,871,Almighty Master,EN,"Action,Adventure,Fantasy",Chap 286,Manhua,Publishing,,?,,7346
872,872,Almost-Weekly Mitsudomoe,EN/JA,"Comedy,School,Shounen",Chap 348.5,Manga,Finished,"Sakurai,Norio","Mar9,2006toAug12,2017",7.59,2635
873,873,Alone Like the Wolf,EN,"Action,Drama,Historical",Chap 12,Manhwa,Publishing,,?,,1165
874,874,Alpine Rose,EN/JA,"Drama,Historical,Romance",Chap 24,Manga,Publishing,"Akaishi,Michiyo","Apr1,1983toMay1,1986",7.15,151
875,875,Altair: A Record of Battles,EN/FR/JA,"Adventure,Drama,Fantasy",Chap 146,Manga,Publishing,"Katou,Kotono(Story&Art)","Jul26,2007to?",8.05,5292
876,876,Alternate Life,EN,"Drama,Horror,Psychological",Chap 4,Manhwa,Publishing,,?,,1008
877,877,"Although I Am a Mob Character, I'm Being Doted on by an Overprotective Duke",EN,"Fantasy,Romance",Chap 6,Manga,Publishing,,?,,1136
878,878,"Although It Is a Company Slave, I Reach the Strongest by Race Evolution",JA,"Fantasy,Romance,Seinen",Chap 28,Manga,Publishing,,?,,844
879,879,Although Life May Deceive Us,EN,"Comedy,Drama,Romance",Chap 23,Manhwa,Finished,,?,,353
880,880,Although There Is No Other Way,EN,"Comedy,Romance,Yaoi",Chap 12,Manga,Finished,"Natsume,Isaku","Aug12,2005toMay14,2007",7.77,1042
881,881,Altina the Sword princess,EN,"Action,Adventure,Drama",Chap 23,Manga,Finished,"Aomine,Tsubasa(Art),Kagimushi(Story),Murasaki,Yukiya","Jan23,2015toFeb10,2017",6.56,469
882,882,Alto,EN/JA,"GenderBender,Historical,School",Chap 12,Manga,Publishing,"Koio,Minato","Jan1,2007to?",6.7,420
883,883,Always a Catch,EN,"Comedy,Fantasy,Romance",Chap 21,Manga,Publishing,,?,,1147
884,884,Always Human,EN,Romance,Chap 77.4,Manhwa,Finished,,?,,249
885,885,Always Second but Actually Invincible,EN/JA,"Fantasy,Shounen",Chap 18,Manga,Publishing,,?,,3145
886,886,Alya Sometimes Hides Her Feelings in Russian,EN/JA,"Comedy,Romance,School",Chap 45,Manga,Publishing,,?,,387302
887,887,Alyosha!,EN/JA,"Action,Comedy,School",Chap 36,Manga,Finished,"Kondou,Rururu(Story&Art)","May29,2010toApr30,2013",7.13,200
888,888,Am I a God?,EN/JA,"Action,Adventure,Comedy",Chap 44,Manga,Publishing,,?,,4049
889,889,Am I Invincible,EN,"Action,Comedy,Fantasy",Chap 59,Manhwa,Publishing,,?,,5701
890,890,AM8:00 I Love You,EN,"Romance,Shoujo",Chap 4,Manga,Finished,"Ozaki,Ira",?,6.36,73
891,891,Amachin is a Self Proclaimed ♂,EN/JA,"Comedy,Romance,School",Chap 62,Manga,Finished,"Terai,Akane","Jun17,2017to?",6.88,12519
892,892,Amaenaideyo!!,EN/JA,"Comedy,Ecchi,Harem",Chap 42,Manga,Finished,"Sogabe,Toshinori","Mar25,2004toFeb24,2007",6.87,2394
893,893,Amaenaideyo!! Ms,EN/JA,"Comedy,Ecchi,Romance",Chap 44,Manga,Publishing,"Sogabe,Toshinori(Story&Art)","Jul25,2007toAug22,2009",7.06,990
894,894,Amaeru Kubiwa,EN,Yaoi,Chap 6,Manga,Finished,"Koko,Suwaru","May30,2015toDec30,2015",6.48,4241
895,895,Amagami - Dreamy Forever,EN,"Romance,SliceofLife",Chap 4,Manga,Finished,"Konata,Hyuura(Story&Art),Enterbrain","Dec25,2010toJun25,2011",6.86,193
896,896,Amagami - Love Goes On!,EN,"Ecchi,Romance,School",Chap 9.5,Manga,Finished,"Kamino,Ryuya(Story&Art),Enterbrain","Jan27,2010toJan27,2014",7.46,2825
897,897,Amagami - Precious Diary,EN/JA,"Ecchi,Romance,School",Chap 30,Manga,Finished,"Shinonome,Tarou(Story&Art),Enterbrain(Story)","Nov27,2009toMar29,2012",7.49,3193
898,898,Amagami-san Chi no Enmusubi,EN/FR/JA,"Comedy,Harem,Romance",Chap 152,Manga,Publishing,"Naitou,Marcey","Apr21,2021to?",7.39,62474
899,899,Amagami: Sincerely Yours,EN,"Ecchi,Romance,School",Chap 6,Manga,Finished,"Sakura,Kotetsu(Story&Art),Enterbrain","Oct30,2009toJul30,2010",7.11,1137
900,900,Amagoi,EN/JA,"Action,Adventure,Fantasy",Chap 16,Manga,Finished,"Teika,Kobato(Story&Art)","Jul27,2009toNov26,2011",7.08,135
901,901,Amahara-Kun +,EN,"Comedy,GenderBender,Romance",Chap 7,Manga,Finished,Hinaki,"Jul29,2011toOct29,2012",6.52,3788
902,902,Amai Amai Koi O Seyo.,EN,"Comedy,Romance,Shoujo",Chap 2,Manga,Finished,"Gotou,Misaki","Dec5,2012toApr5,2013",6.97,331
903,903,Amai Kaori Ga Surun Desu,EN,ShounenAi,Chap 1,Manga,Finished,"Natsume,Isaku","Jan30,2008toSep30,2009",7.2,147
904,904,Amai Kimi ga Suki,EN,Yaoi,Chap 6.5,Manga,Finished,"Moto,Haruhira","Jan1,2008toFeb1,2009",6.86,980
905,905,Amai Koi no Sodatekata,EN,Yaoi,Chap 4,Manga,Finished,"Kikuya,Kikuko","Nov29,2008toJan30,2010",,3131
906,906,Amai Seikatsu: 2nd Season,JA,"Comedy,Ecchi,Harem",Chap 259,Manga,Publishing,"Yuzuki,Hikaru","Nov16,2011to?",,3962
907,907,Amai-san Is Cold and Sweet,EN,"Comedy,Romance,Shounen",Chap 24,Manga,Publishing,,?,,6921
908,908,Amairo Islenauts,EN,"Comedy,Ecchi,Fantasy",Chap 7,Manga,Finished,"Kiduki,Erika(Art),Yuzusoft","Jul27,2013toJan27,2014",6.38,1439
909,909,Amakusa 1637,EN/JA,"Drama,Fantasy,GenderBender",Chap 49,Manga,Finished,"Akaishi,Michiyo","May26,2000toJan28,2006",7.2,453
910,910,Amakute Zurui Wana No Naka,EN,"Romance,School,Shoujo",Chap 3,Manga,Finished,"Andou,Mai","Oct4,2014toNov5,2014",6.62,316
911,911,Amama Cinderella,EN/JA,"Comedy,Romance",Chap 26,Manga,Publishing,,?,,4133
912,912,Amanchu,EN/FR/JA,"Comedy,School,SliceofLife",Chap 102,Manga,Publishing,"Amano,Kozue","Nov29,2008to?",7.79,1094
913,913,Amane Gymnasium,EN/JA,"Drama,Seinen,Supernatural",Chap 8,Manga,Publishing,"Furuya,Usamaru","Jan21,2017to?",,153
914,914,Amano Megumi wa Sukidarake!,EN/FR/JA,"Comedy,Ecchi,School",Chap 280,Manga,Publishing,Nekoguchi(Story&Art),"Aug25,2015to?",6.8,9916
915,915,Amari Mawari,EN,"Comedy,School,SliceofLife",Chap 31,Manga,Finished,Kurodabb,"Jun27,2013toJan27,2016",6.9,364
916,916,Amasakaru,EN,"Drama,Historical,Yaoi",Chap 2,Manga,Finished,"Azumi,Moka","Jan1,2005to?",6.5,374
917,917,Amasawa-kun & Kamuna-chan,EN,"Comedy,Romance,SliceofLife",Chap 36.5,Manga,Finished,stuhiro,"Jul27,2015to?",,348
918,918,Amateur E-Girl Streaming A Space War,EN/JA,"Action,Sci-Fi,Shounen",Chap 17,Manga,Publishing,"Watanabe,Tsunezou,Banai","Jan29,2020to?",,382
919,919,Amato Amaro,EN,Yaoi,Chap 9,Manga,Finished,"Ono,Natsume","Jan1,2007to?",6.87,125
920,920,Amatsu Kitsune to Fuinnouta,EN,"Shounen,Supernatural",Chap 19.5,Manga,Finished,s:SquareEnix,?,,1001
921,921,Amatsuki,EN/FR/JA,"Action,Fantasy,Game",Chap 156,Manga,Finished,"Takayama,Shinobu(Story&Art)","Jul28,2004toAug28,2017",7.64,1537
922,922,Amayadori Wa Basu-Tei De,EN,"School,ShounenAi",Chap 4.5,Manga,Finished,"Kano,Ayumi","Oct24,2006toOct24,2009",6.65,943
923,923,Amayakana Toge,EN,Yaoi,Chap 6,Manga,Finished,"Miyamoto,Kano","Jan1,2006to?",7.46,214
924,924,Ambassador Magma,EN,"Action,Mecha,Sci-Fi",Chap 21.5,Manga,Finished,"Tezuka,Osamu","May1,1965toAug1,1967",,110
925,925,Ame and Hare's journey of wind,EN/FR,"Adventure,Fantasy,Seinen",Chap 14,Manga,Finished,"Shindou,Miyabi(Story&Art)","Feb19,2016toMar18,2017",,68
926,926,Ame No Murakumono,EN,"Action,Shounen,Supernatural",Chap 3,Manga,Finished,"Kazaniwa,Rusui(Art),Pengin,Gunsou(Story)","Aug29,2009toOct30,2009",6.57,110
927,927,Ame Tokidoki Koi Moyou,EN,"Romance,Shoujo",One-Shot,One-shot,Finished,"Nakayama,Yui(Story&Art)","Apr5,2013to?",6.15,732
928,928,Ameiro Kochakan Kandan,EN/FR,"Comedy,ShoujoAi,SliceofLife",Chap 12.3,Manga,Finished,"Fujieda,Miyabi(Story&Art)","Jan1,2003toNov1,2011",7.46,171
929,929,Amemiya-san,EN,Comedy,Chap 16,Manga,Publishing,,?,,193
930,930,Amended Civil Code: Japan Becomes a Polygamous Marriage System,EN,"Comedy,Drama,Ecchi",Chap 42,Manga,Finished,"Akahori,Satoru,Takeuchi,Sakura","Jun26,2015toJan12,2018",,847
931,931,America,EN,"Shoujo,SliceofLife",Chap 5,Manga,Finished,"Ichiguchi,Keiko","Apr7,1997toAug7,1997",,38
932,932,American Road Trip,EN,Drama,Chap 51,Manhwa,Finished,,?,,128
933,933,Americano Exodus,EN,"Action,Adventure,GenderBender",Chap 40,Manhwa,Finished,"Park,Ji-eun(Story&Art)","May16,2014toFeb8,2019",,4101
934,934,Ameshita Shizuku wa Ase ga Suki,JA,"Ecchi,Romance,School",Chap 37,Manga,Finished,"Yamaguchi,Aki","Nov18,2017toAug25,2018",,2398
935,935,Ametora,EN,Yaoi,Chap 6.5,Manga,Finished,"Yorita,Saemi","Sep1,2008toAug1,2009",6.29,479
936,936,Ami! Nonstop,EN,"Music,Romance,Shoujo",Chap 2,Manga,Finished,"Kitagawa,Miyuki",?,,28
937,937,Amiable Man - Sex Friend,EN,"Romance,Shoujo",Chap 4,Manga,Finished,"Watanabe,Shiho",?,6.56,4430
938,938,Amid the Changing Seasons,EN,"Comedy,Romance,SliceofLife",Chap 82,Manhwa,Publishing,,?,,2770
939,939,Amilova,FR,"Action,Adventure,Comedy",Chap 18,Manga,Publishing,,?,,55
940,940,Amnesia,FR,"Ecchi,Psychological,Romance",Chap 16,Manga,Publishing,,?,,1750
941,941,Amnesia Labyrinth,EN/JA,"Drama,Ecchi,Mystery",Chap 8,Manga,Finished,"Natsumi,Kohane(Art),Tanigawa,Nagaru","Jun10,2008toOct10,2009",6.69,1388
942,942,Amnesia:Cradle,JA,"Drama,Josei,Mystery",Vol 5,Manga,Publishing,"Kuwayoshi,Asa","Dec10,2008toMar15,2011",,36
943,943,Amon,FR,"Action,Demons,Fantasy",Chap 41,Manga,Publishing,,?,,805
944,944,Amon Game,EN,"Action,Sci-Fi,Seinen",One-Shot,One-shot,Finished,"Uki,Atsuya","Jul25,2005to?",6.36,151
945,945,Amon Saga - Tsuki No Miko,EN,"Action,Historical,Seinen",Chap 7,Manga,Finished,"Yumemakura,Baku,Ishikawa,Ken","Oct19,1998to?",,80
946,946,Amon: The Darkside of Devilman,EN/FR/JA,"Action,Demons,Horror",Chap 41,Manga,Publishing,"Nagai,Go,Kinutani,Yuu","Jan1,1999toJan1,2004",6.86,6345
947,947,Amono,FR,"Drama,Psychological,Thriller",Chap 5,Manga,Publishing,,?,,264
948,948,Amour Sucré,FR,"Romance,School",Chap 41,Manga,Publishing,,?,,640
949,949,Amours Blessantes,FR,"Drama,Romance",Chap 23,Manga,Publishing,,?,,71
950,950,Amulet of Destiny,EN,,Chap 50,Manhua,Publishing,,?,,123
951,951,Amuse-END park,EN,"Horror,Mystery,Psychological",Chap 2,Manga,Finished,,?,,2376
952,952,Amusement Park: Baki Side Story,EN,"Action,MartialArts",Chap 15,Manga,Publishing,,?,,4870
953,953,An Abused Merchant’s Daughter Gains the Power of a Saint and Unknowingly and Mercilessly Strikes Back,EN/JA,"Drama,Fantasy,Romance",Chap 7,Manga,Publishing,,?,,1109
954,954,An Adventure to the Fukafuka Dungeon,EN/JA,"Action,Adventure,Fantasy",Chap 32,Manga,Publishing,KAKERU,"Sep20,2019to?",,4422
955,955,An Archdemon's (Friend's) Dilemma: How to Babysit a Crybaby Knight,EN,"Action,Comedy,Fantasy",Chap 6.5,Manga,Publishing,,?,,1693
956,956,An Arranged Marriage,EN,Romance,Vol 1,Manga,Finished,"Fox,Susan(Story),Isshiki,Toyo(Art)","Jan1,2006to?",6.64,172
957,957,"An eternal love, again",EN,"Romance,School,Shoujo",Chap 12,Manga,Finished,"Kuwayoshi,Asa","Sep24,2016toSep23,2017",,842
958,958,An Evil Dragon That Was Sealed Away for 300 Years Became My Friend,JA,"Comedy,Fantasy",Chap 24,Manga,Publishing,,?,,732
959,959,An Incomparable,KO,"Action,Comedy,Fantasy",Chap 40,Manhwa,Publishing,,?,,563
960,960,An Incompetent Woman Wants to Be a Villainess: The Young Lady Who Married as a Substitute for Her Stepsister Didn't Notice the Duke's Doting,EN/JA,"Comedy,Fantasy,Romance",Chap 12,Manga,Publishing,,?,,2046
961,961,An Incurable Case of Love,EN/JA,"Josei,Romance,SliceofLife",Chap 30,Manga,Publishing,"Enjouji,Maki","Mar8,2016toJan8,2019",7.32,3194
962,962,An Insatiable Passion,EN,"Josei,Romance",Vol 1,Manga,Finished,"Hoshiai,Misao(Art),Graham,Lynne(Story)","Sep14,2006to?",6.75,83
963,963,An Introduction to Easy Triangle Relationships,JA,"Seinen,ShoujoAi,SliceofLife",Chap 5,Manga,Publishing,Canno,"Jan27,2020toJan27,2021",7.27,1064
964,964,An Observation Log of My Wife: A Self-Proclaimed Villainess,EN/JA,"Comedy,Fantasy,Romance",Chap 11,Manga,Publishing,,?,,2200
965,965,"An Old Man From the Countryside Becomes a Swords Saint: I Was Just a Rural Sword Teacher, but My Successful Students Won't Leave Me Alone!",EN/JA,"Action,Adventure,Fantasy",Chap 26,Manga,Publishing,,?,,43279
966,966,An Oldman in Counterworld,EN/JA,"Adventure,Fantasy",Chap 57,Manga,Publishing,"Hotaruishi(Story),Ayano,Urasuke","Apr25,2018to?",6.81,2986
967,967,An Ordinary Person Returns From a Distance. I Have to Work Again!,JA,"Adventure,Fantasy,Shounen",Chap 13,Manga,Publishing,"Yuuhiro(Story),Saruno,Itsuki(Art)","Jun30,2020to?",,57
968,968,An Otome Game’S Burikko Villainess Turned Into A Magic Otaku,EN,"Comedy,Fantasy,Magic",Chap 3,Manga,Finished,"Kaname,Mariko,Sakura,Ageha","Jun3,2020toOct14,2020",,639
969,969,An outsider is better in the afterlife,EN/JA,"Drama,School,Seinen",Chap 38,Manga,Publishing,"Konishi,Asuka(Story&Art)","Aug25,2017to?",7.85,18040
970,970,"An S-ranked Party’s Burden Tamer, I Awoke My True Power by Having My Familiar Killed ~The Exiled Tamer is Actually the Only Necromancer in the World. Unknowingly Becoming the Strongest While Enjoying this Excess Power~",EN/JA,"Action,Adventure,Fantasy",Chap 35,Manga,Publishing,,?,,16621
971,971,"An Ugly Lizard Child and a Fallen Former Sword Saint ~The strange lizard that saved the bullying was a baby of the Holy Dragon, so she became the Guardian of the Spirit~",JA,,Chap 21,Manga,Publishing,,?,,357
972,972,Anagle Mole,EN,"Action,Adventure,Comedy",Chap 47,Manga,Finished,"Fukuchi,Tsubasa","Oct19,2011toJan8,2014",7.17,208
973,973,Anagram Amélie,EN,"Comedy,Romance,School",Chap 25,Manga,Finished,"Sato,Zakuri","Feb5,2016toJul20,2019",7.18,655
974,974,Anamorphosis No Meijuu,EN,"Dementia,Horror,Seinen",Chap 10,Manga,Finished,"Kago,Shintarou","Dec9,2008toJun9,2010",6.15,2108
975,975,Anastasia Club,EN,"Adventure,Drama,Historical",Chap 16,Manga,Finished,"Saitou,Chiho","Mar26,2001toFeb14,2008",7.04,50
976,976,Anata dake wo Matteru,EN,Yaoi,Chap 3,Manga,Finished,"Yamakami,Riyu","Jan1,2004to?",6.78,180
977,977,Anata E No Tsuki,EN,"Romance,Shoujo",Chap 5,Manga,Finished,"Oouchi,Natsumi","Apr15,2005to?",6.87,71
978,978,Anata Ga Ireba,EN/JA,"Drama,Fantasy,Josei",Chap 33,Manga,Finished,"Yoshimura,Akemi","Aug8,2002toJul8,2005",,190
979,979,Anata Ga Megane Wo Hazushitara,EN,Shoujo,Chap 5,Manga,Finished,"Kanesada,Yukio","Jan1,2008to?",6.44,102
980,980,Anata no Jinsei Hikiukemasu!,EN,Yaoi,Chap 5.5,Manga,Finished,"Kamo,Nabako",?,6.54,347
981,981,Anata No Mune Ni Kaeru Hi Made,EN,"Josei,Mystery,Psychological",Chap 5,Manga,Finished,"Miyazono,Izumi","Jan1,2010to?",6.56,181
982,982,Anata to Otonagoto,JA,"Romance,School,Shoujo",Vol 4,Manga,Finished,"Kiki,Ayaka(Story&Art)","Dec31,2016toFeb27,2017",,137
983,983,Anatolia Story,EN/JA,"Action,Adventure,Drama",Vol 28,Manga,Finished,"Shinohara,Chie(Story&Art)","Jan5,1995toJun5,2002",8.33,7444
984,984,Ancient Godly Monarch,EN,"Action,Adventure,Fantasy",Chap 5,Manhua,Publishing,,?,,475
985,985,And Thus I Was Picked Up By My Boss's Daughter,EN,"Romance,Seinen,SliceofLife",Chap 6,Manga,Publishing,,?,,453
986,986,"And yet, you are so sweet",EN/JA,"Romance,School,Shoujo",Chap 28,Manga,Publishing,"Anan,Kujira(Story&Art)","May24,2017to?",7.33,3754
987,987,Andalusia No Koibito,EN,"Comedy,Josei,Romance",Chap 4,Manga,Finished,"Yasunaga,Kei","Sep1,2001to?",6.35,344
988,988,Andante in Her Hand,EN,"Drama,Josei,Romance",Chap 10,Manhwa,Publishing,,?,,252
989,989,Andou Kanoko no Angou Jikenbo,JA,"School,Seinen",Chap 18,Manga,Publishing,,?,,215
990,990,Andromalius,EN/JA,"Action,Shoujo,Supernatural",Chap 12,Manga,Finished,Yukiji,"Oct15,2012toSep14,2013",,98
991,991,Ane Doki,EN/FR/JA,"Comedy,Ecchi,Romance",Chap 26,Manga,Publishing,"Kawashita,Mizuki","Jul6,2009toJan18,2010",7.46,5468
992,992,Ane Ga Kensei De Imouto Ga Kenja De,EN/JA,"Action,Adventure,Ecchi",Chap 26,Manga,Publishing,"Sora,Mochi(Art),Senki,Anten(Story)","Aug23,2020to?",,11730
993,993,Ane Komi,EN/JA,"Comedy,Ecchi,Seinen",Chap 14,Manga,Finished,"Inoue,Kazurou","Aug29,2008toSep28,2012",6.96,1613
994,994,Ane Kurabe,EN/JA,"Harem,Romance,Seinen",Chap 8,Manga,Finished,"Shinonome,Tarou","Mar19,2014toSep11,2015",6.44,1187
995,995,Ane Log,EN/FR,"Comedy,School,Shounen",Chap 88,Manga,Publishing,"Taguchi,Kenji","Dec4,2012toApr20,2016",6.64,1692
996,996,Ane no Migawari de Konyaku shitara Naze ka Henkyou no Seijo to Yobareru you ni narimashita,JA,"Fantasy,Josei,Romance",Chap 25,Manga,Publishing,,?,,268
997,997,Ane Pani,EN,"Action,Comedy,School",One-Shot,One-shot,Finished,"Taguchi,Kenji","Sep25,2009to?",6.63,296
998,998,Ane To Muchi,EN,"Comedy,Ecchi,School",Chap 1,Manga,Finished,"Kasuga,Shun","May2,2008toFeb5,2009",,1769
999,999,Ane-san Countdown!,EN,"Comedy,Romance,School",Chap 1,Manga,Finished,"Koda,Momoko","Aug1,2002toJul1,2008",7.34,80
1000,1000,Anechuu! Dekiai Monzetsu Minako-san,EN,"Comedy,Seinen",Chap 5,Manga,Finished,"Aoki,Sin","Jan1,2011toJan1,2012",,79
1001,1001,Anecon!,EN,"Comedy,Ecchi,SliceofLife",One-Shot,One-shot,Finished,Akamaru,"Jun4,2013to?",5.7,652
1002,1002,Anemone,EN,"Romance,Yuri",One-Shot,One-shot,Finished,"Otomo,Megane","Mar29,2014to?",6.41,2209
1003,1003,Ane☆Mone Seikaten,EN,"Romance,Shoujo",Chap 4,Manga,Finished,"Minami,Maki","Apr27,2009to?",7.36,110
1004,1004,Angel Bank: Dragon Zakura Gaiden,JA,"Drama,Seinen,SliceofLife",Chap 125,Manga,Publishing,"Mita,Norifusa","Oct11,2007toJun10,2010",,467
1005,1005,Angel Beats!: Heaven's Door,EN/FR,"Action,Comedy,Drama",Chap 39,Manga,Publishing,"Maeda,Jun(Story),Asami,Yuriko(Art),Key","Mar30,2010toOct28,2016",7.94,2681
1006,1006,Angel Densetsu,EN/FR/JA,"Action,Comedy,MartialArts",Chap 84,Manga,Publishing,"Yagi,Norihiro(Story&Art)","May7,1992toFeb5,2000",8.33,15362
1007,1007,Angel Dust,FR,"Action,Hentai",Chap 9,Manga,Finished,"Hirano,Kouta","Jan1,1995to?",6.41,89488
1008,1008,Angel Game,EN,"Mystery,Shounen,Supernatural",Chap 12,Manga,Finished,"Machida,Toshiko,Haruhara,Robinson","Jun10,2011toSep16,2011",6.2,112
1009,1009,Angel Girl,EN,"Comedy,Doujinshi",Chap 1,Doujinshi,Finished,Hiroyuki,"Dec31,2018to?",6.83,16794
1010,1010,Angel Gunfighter,EN,"Action,Adventure,Historical",Vol 1,Manga,Finished,"Tezuka,Osamu","Apr20,1949to?",5.88,71
1011,1011,Angel Heart,EN/JA,"Action,Comedy,Drama",Chap 363,Manga,Finished,"Hojo,Tsukasa","May15,2001toAug6,2010",7.47,5565
1012,1012,Angel Heart 2nd Season,FR/JA,"Action,Comedy,Drama",Chap 79.5,Manga,Finished,"Hojo,Tsukasa","Oct25,2010toMay25,2017",7.41,1225
1013,1013,Angel Hunt,EN/JA,"Shoujo,Supernatural",Chap 4,Manga,Finished,"Oobayashi,Miyuki","Mar1,2002toJun1,2004",6.8,55
1014,1014,Angel Lip,EN,Shoujo,Chap 3,Manga,Finished,"Arai,Kiyoko","Jan1,1996to?",7.06,46
1015,1015,Angel Nest,EN,"Drama,Supernatural,Josei",Chap 7,Manga,Finished,"Sakurazawa,Erica","Jan1,2000to?",6.71,75
1016,1016,Angel of Death Azrael,EN,"Action,Comedy,Drama",Chap 4,Manhwa,Publishing,,"Jan1,2010to?",,159
1017,1017,Angel of the Void,JA,"Action,Fantasy,Seinen",Chap 16,Manga,Publishing,,?,,198
1018,1018,Angel Onayami Soudanjo,EN,"Comedy,Fantasy",Chap 11,Manga,Finished,"Mizukami,Satoshi","Aug7,2004toAug4,2006",6.56,81
1019,1019,Angel Profile,EN,"Fantasy,Shoujo,SliceofLife",Chap 4,Manga,Finished,"Yuuki,Azusa","Oct12,2007toApr12,2008",6.49,27
