,Unnamed: 0,Name,language,genra,chapters,type,status,authors,published,score,views
169,169,10 Years in the Friend Zone,EN,"Romance,School",Chap 84,Manhwa,Finished,,?,,3902
170,170,10-nen Goshi no HikiNEET wo Yamete Gaishutsu shitara Jitakugo to Isekai ni Tenishiteta,JA,"Fantasy,Seinen",Chap 15,Manga,Publishing,,?,,195
171,171,100,EN,"Action,Adventure,Drama",Chap 46,Manhwa,Publishing,,?,,925
172,172,100% Perfect Girl,EN,"Drama,Psychological,Romance",Chap 165,Manhwa,Finished,Wann,"Aug22,2006toNov5,2009",7.64,2204
173,173,"100,000 Levels of Body Refining : All the dogs I raise are the Emperor",EN,"Action,Harem,MartialArts",Chap 228,Manhua,Publishing,,?,,14061
174,174,100-Year-Old Top Chef,EN,"Drama,Fantasy,Shoujo",Chap 70,Manhwa,Publishing,,?,,11626
175,175,1000,EN,Action,Chap 16,Manhwa,Finished,,?,,100
176,176,1000 Yen Hero,EN/JA,"Action,Comedy,School",Chap 52.5,Manga,Publishing,YakiimoHandsomeSaitou(Story&Art),"Aug11,2017toOct9,2020",6.76,1090
177,177,101 Lovers Pet,EN,Romance,Chap 47,Manhua,Publishing,,?,,262
178,178,1031 All Saints Street,EN,"Comedy,Fantasy,SliceofLife",Chap 413,Manhua,Publishing,,?,,739
179,179,10th Dimension Boys,EN,"Comedy,SliceofLife",Chap 119,Manhwa,Finished,,?,,157
180,180,11 of Me,EN,"Adventure,Comedy,Drama",Chap 6,Manhwa,Finished,,?,,100
181,181,1111 Animals,EN,Comedy,Chap 110,Manhwa,Finished,,?,,111
182,182,1122: For a Happy Marriage,EN/JA,"Drama,Romance,Seinen",Chap 42,Manga,Publishing,"Watanabe,Peko","Sep21,2016to?",,1463
183,183,12 Beast,EN,"Action,Adventure,Comedy",Chap 34,Manga,Publishing,"Inui,Takemaru","May9,2013toJun8,2019",7.0,2381
184,184,12-Sai,FR,"Drama,Romance,SliceofLife",Chap 85.5,Manga,Finished,,?,,1118
185,185,13 Club,FR,"Action,Drama,Mystery",Chap 11,Manga,Finished,"Shihira,Tatsuya","Oct18,2008toDec19,2009",6.79,68
186,186,13 Sentinels: Aegis Rim Official Comic Anthology,EN,"Romance,Sci-Fi,Shounen",Chap 12,Manga,Finished,,?,,823
187,187,13-kaime no Ashiato,JA,"Drama,Mystery",Chap 6,Manga,Publishing,,?,,136
188,188,14 Juicy,EN,"Comedy,Ecchi,School",Chap 34.5,Manga,Finished,"Asakura,Maru(Art),Asada,Hikari","Jan1,2006toJan1,2007",6.61,366
189,189,"15 Minutes 'Til They Actually Start Dating, Majide Tsukiau 15 Minutes Ago",EN/JA,"Comedy,Doujinshi,Romance",Chap 45,Manga,Publishing,Perico,"Feb26,2021to?",7.26,9799
190,190,15 Minutes Before We Seriously Go Out,FR,"Comedy,Romance,Shoujo",Chap 22.2,Manga,Publishing,,?,,239
191,191,16 years old and a new start of lovely married life,EN,"Romance,School,Shoujo",Vol 1,Manga,Finished,Kayoru,"Nov15,2012toMar15,2014",6.66,924
192,192,"16-Sai no Haha ~ Josan-shi ga Mita, Kiseki no Shussan Monogatari ~",JA,Drama,Chap 6,Manga,Publishing,,?,,88
193,193,1HP Club,EN,Fantasy,Chap 142,Manhwa,Publishing,,?,,1657
194,194,"2 Eclats, 10 Secondes 01",FR,Shounen,Chap 4,Manga,Publishing,,?,,41
195,195,2.5 Dimensional Seduction,FR,"Comedy,Drama,Romance",Chap 19,Manga,Finished,,?,,3604
196,196,2.5D Seduction,EN/JA,"Comedy,Ecchi,Harem",Chap 169,Manga,Publishing,"Hashimoto,Yuu(Story&Art)","Jun15,2019to?",6.79,77577
197,197,20 Years Old Beyond the Line,KO,Seinen,Chap 37,Manhwa,Publishing,,?,,18108
198,198,200% In Love,EN,"Comedy,Drama,Josei",Chap 62,Manhwa,Finished,,?,,653
199,199,2015: Space Series,EN,"Drama,Psychological,Sci-Fi",Chap 14,Manhwa,Finished,,?,,251
200,200,20th Century Boys,EN/FR/JA,"Drama,Historical,Mystery",Chap 249,Manga,Publishing,"Urasawa,Naoki","Sep27,1999toApr24,2006",8.95,602850
201,201,20XX Level Up Disaster -A New Power Given by God-,JA,"Action,Adventure,Fantasy",Chap 39,Manga,Publishing,,?,,701
202,202,21 Emon,JA,"Adventure,Comedy,Kids",Chap 51,Manga,Finished,,?,,760
203,203,21st Century Boys,EN/FR/JA,"Drama,Mystery,Psychological",Chap 16,Manga,Finished,"Urasawa,Naoki","Dec25,2006toJul14,2007",8.42,38521
204,204,21st Century Knights,EN,Fantasy,Chap 78,Manhwa,Publishing,,?,,762
205,205,23-Wards Tokyo Majo,EN/JA,"Adventure,Drama,Shounen",Chap 9,Manga,Publishing,"Haida,Hisashi(Story&Art)","Dec9,2019toAug7,2020",6.41,716
206,206,24 of my Students in my Class Died in One Night,EN/JA,"Horror,Psychological",Chap 16,Manga,Finished,,?,,3012
207,207,24-Ku No Hanako-San,EN/JA,"Mystery,Seinen,Supernatural",Chap 28,Manga,Finished,"Yoshitomi,Akihito","Jan18,2020to?",,2566
208,208,29 To Jk,JA,"Comedy,Romance",Chap 29,Manga,Publishing,"Katou,Kakito(Art),Yuuji,Yuuji","Sep14,2017toJan9,2020",6.83,301
209,209,29-sai Dokushin Chuuken Boukensha no Nichijou,JA,"Adventure,Comedy,Fantasy",Chap 103,Manga,Publishing,,?,,815
210,210,29-Years-Old Bachelor Was… Brought to a Different World to Live Freely,EN/JA,"Action,Adventure,Ecchi",Chap 33.5,Manga,Publishing,,?,,5677
211,211,"2DK, Gpen, Alarm clock",EN,"Comedy,SliceofLife,Yuri",Chap 17,Manga,Finished,"Oosawa,Yayoi","Jan17,2015toOct18,2018",7.18,1982
212,212,2Gether: The Series,EN,"Drama,ShounenAi",Chap 9,Manhwa,Publishing,,?,,468
213,213,"3, Rue Des Mystères Et Autres Histoires",FR,"Fantasy,Horror",Chap 18,Manga,Publishing,,?,,67
214,214,3-Gatsu No Lion Shouwa Ibun - Shakunetsu No Jidai,EN,"Drama,Historical,Seinen",Chap 6,Manga,Finished,"Nishikawa,Hideaki(Story&Art)","Apr24,2015toMar27,2020",,74
215,215,3-Second Strip,EN,"Comedy,SliceofLife",Chap 503,Manhwa,Finished,,?,,459
216,216,3.3.7 Byooshi!!,JA,"Comedy,Drama,Ecchi",Chap 86,Manga,Finished,"Kubo,Mitsurou","Jul25,2001toJun11,2003",7.15,1201
217,217,31St Consort,EN,"Fantasy,Romance,Shoujo",Chap 16,Manga,Publishing,"Nanaki,Tsubasa(Art),Momo,Tomoe(Story)","Oct5,2018to?",7.06,620
218,218,341 RMR Battlegroup,EN,"Action,Drama,Military",Chap 6,Manga,Publishing,"Hiroe,Rei","Jun12,2019to?",,509
219,219,35-sai No Sentaku: Isekai Tensei O Eranda Baai,JA,"Action,Adventure,Comedy",Chap 31,Manga,Publishing,,?,,4163
220,220,"3651 Days, with Love",EN,"Comedy,Romance,Shoujo",Chap 9,Manga,Publishing,s:KoisuruSoiree,?,,993
221,221,3737,EN,"Fantasy,SliceofLife",Chap 17,Manhwa,Finished,,?,,445
222,222,3rd Base 4th,EN,"Shounen,Sports",Chap 4,Manga,Finished,"Aoyama,Gosho","Jan1,1993to?",,152
223,223,3x3 Eyes,FR,"Action,Adventure,Drama",Chap 577,Manga,Finished,"Takada,Yuuzo(Story&Art)","Nov1,1987toAug26,2002",7.53,606
224,224,3x3 Eyes: Genjuu no Mori no Sounansha,EN,"Action,Adventure,Drama",Chap 1,Manga,Finished,"Takada,Yuuzo","Dec26,2014toAug12,2016",,158
225,225,4 - Thousand - Fold Man,JA,"Adventure,Comedy,Ecchi",Chap 30,Manga,Publishing,"40-hara(Art),Kishimoto,Kazuha","Feb15,2022",7.05,11968
226,226,4 Cut Hero,EN,"Action,Adventure,Comedy",Chap 235,Manhwa,Publishing,Gojira-kun(Story&Art),"Aug18,2014to?",8.18,16428
227,227,4-koma Chibi Maruko-chan,JA,"Comedy,SliceofLife",Vol 3,Manga,Finished,"Sakura,Momoko","Jul1,2007toDec31,2011",,156
228,228,4.5 Tatami Mat Alternate World Cultural Exchange Chronicles,EN/JA,"Comedy,Ecchi,Fantasy",Chap 16,Manga,Publishing,"Yamaguchi,Mikoto,Kiso,Fumihiro","Sep25,2017to?",6.33,4247
229,229,48 Hours a Day,EN,"Action,Fantasy,Shounen",Chap 45,Manhua,Publishing,,?,,1732
230,230,4Life,FR,"Action,Fantasy",Chap 12,Manga,Publishing,,?,,141
231,231,5 Centimeters Per Second,EN/JA,"Drama,Romance,Seinen",Chap 11,Manga,Finished,"Seike,Yukiko(Art),Shinkai,Makoto","May25,2010toMar25,2011",8.04,4872
232,232,5 Evils,EN,"Action,Demons,Fantasy",Chap 2,Manga,Publishing,Commonclad(Story&Art),"Feb4,2014to?",,213
233,233,5 Seconds Before the Witch Falls in Love,EN,"Comedy,Fantasy,ShoujoAi",Chap 3.5,Manga,Finished,"Sumiya,Zeniko(Story&Art)","Oct19,2018toMay18,2020",7.3,2045
234,234,5-nin no Ou,EN,"Drama,Fantasy,Historical",Chap 36,Manga,Publishing,"Epo(Art),Eniwa(Story)","Oct22,2014to?",,3666
235,235,51 Ways to Save Her,EN/JA,"Action,Drama,Psychological",Chap 49,Manga,Finished,"Furuya,Usamaru","May26,2006toAug17,2007",7.54,1139
236,236,5Cm Per Second,FR,"Drama,Romance,School",Chap 11,Manga,Publishing,,?,,563
237,237,6-Banme No Satsujin,FR,"Horror,Romance",Chap 9,Manga,Publishing,,?,,193
238,238,"66,666 Years: Advent of the Dark Mage",EN/KO,"Action,Adventure,Demons",Chap 133,Manhwa,Publishing,,?,,153456
239,239,7 Seeds,JA,"Action,Adventure,Drama",Chap 18,Manga,Finished,"Tamura,Yumi","Oct13,2001toMay27,2017",8.25,5027
240,240,7FATES: CHAKHO,EN,"Action,Drama,Fantasy",Chap 52,Manhwa,Publishing,,?,,1762
241,241,7th Demon Prince Jilbagias’ Chronicle of Demon Kingdom Toppling,EN/JA,"Action,Adventure,Comedy",Chap 13,Manga,Publishing,,?,,6061
242,242,7th Garden,EN/FR/JA,"Action,Comedy,Drama",Chap 32,Manga,Publishing,"Izumi,Mitsu","Aug4,2014to?",7.26,2741
243,243,8-sai Kara Hajimeru Mahou Gaku,EN/JA,"Comedy,Fantasy,Historical",Chap 3,Manga,Publishing,,?,,484
244,244,81 Diver,EN/JA,"Comedy,Drama,Ecchi",Chap 375,Manga,Finished,"Shibata,Yokusaru","Sep7,2006toJul17,2014",6.86,4875
245,245,86 - Eighty-Six - Magical Girl Regina ☆ Lena ~Fight! Galactic Cruise Battleship San Magnolia~,EN,"Comedy,Sci-Fi,Shounen",Chap 5,Manga,Publishing,,?,,1879
246,246,86: Run Through The Battlefront,EN,"Action,Mecha,Military",Chap 2,Manga,Finished,"Yamasaki,Hakuya(Art),Asato,Asato","Jan24,2021to?",,3326
247,247,86—Eighty-Six,EN,"Action,Drama,Military",Chap 17,Manga,Publishing,"Yoshihara,Motoki(Art),Asato,Asato","Feb16,2018to?",7.54,28801
248,248,9 Banme No Musashi - Mission Blue,JA,"Action,Adventure,Drama",Chap 17.5,Manga,Finished,"Takahashi,Miyuki","Apr6,2007toApr6,2010",,187
249,249,9-banme no Musashi: Red Scramble,JA,"Action,Drama,Shoujo",Chap 49,Manga,Finished,"Takahashi,Miyuki","Oct6,2010toNov6,2014",,282
250,250,9-banme no Musashi: Silent Black,JA,"Action,Drama,Shoujo",Chap 58.5,Manga,Publishing,"Takahashi,Miyuki","Mar6,2015to?",,323
251,251,99 Boss,EN,"Action,Drama,Seinen",Chap 14,Manhwa,Publishing,,?,,1208
252,252,99 Ways to Become Heroes by Beauty Masters,EN,"Action,Adventure,Fantasy",Chap 181,Manhua,Publishing,,?,,3932
253,253,996 At The Start,EN,,Chap 4,Manhua,Publishing,,?,,342
254,254,"A 29 years old guy living single, transported to a new world to live freely... at least he wanted to",EN,"Action,Adventure,Fantasy",Chap 33,Manga,Publishing,"Ooha,Maiko,Ryuto","Feb26,2019to?",6.31,15401
255,255,"A 5000-Year Old Herbivorous Dragon, Stuck with the Title ""Dragon of Evil"": Oh Dear, This Sacrifice Just Won't Listen",EN/JA,"Adventure,Comedy,Fantasy",Chap 23,Manga,Finished,"Murokouichi(Art),Enomoto,Kaisei(Story)","Jan22,2018toNov22,2019",6.76,1134
256,256,A Bad Person,EN,"Action,Comedy,Drama",Chap 131,Manhwa,Publishing,,?,,82509
257,257,A Banished Failure Survives in the Borderland and Becomes an S-Rank Exorcist,EN/JA,"Action,Adventure,Fantasy",Chap 18,Manga,Publishing,"Mizu,Seijuurou,Mikoshiba,Nana","Mar26,2021to?",,3455
258,258,A Beastly Scandal,EN,"Drama,Josei,Romance",Chap 22,Manhwa,Finished,,?,,2273
259,259,A Bellicose Lady Got Reincarnated!?: It's an Impossibly Hard Game Where I Would Die If I Don't Fall in Love,JA,"Drama,Fantasy,Josei",Chap 35,Manga,Publishing,,?,,720
260,260,"A Betrayed S-rank Adventurer, I Make a Slave-only Harem Guild With My Beloved Slaves",EN/JA,"Action,Adventure,Ecchi",Chap 96,Manga,Publishing,"Hiiragi,Saki(Story),Kawada,Akio","Apr21,2020to?",6.04,79942
261,261,A Bias Girl,EN,"Comedy,School,SliceofLife",Chap 1,Manhwa,Finished,"Wie,SungSoo(Story),Kim,SooMin(Art)","Jun1,2011toFeb15,2012",6.71,181
262,262,A Big Shot in the Imperial Palace,EN,"Comedy,Historical",Chap 116,Manhua,Finished,,?,,1860
263,263,A Bittersweet Life,EN,"Comedy,Romance,SliceofLife",Chap 161,Manhwa,Finished,"Lee,Dong-Gun","Feb26,2013to?",6.9,90
264,264,A black gyaru is coming!,EN/JA,"Comedy,Ecchi,Romance",Chap 38,Manga,Publishing,Tamagorou(Story&Art),"Feb7,2020to?",6.55,10348
265,265,A Bona fide Killer,EN,"Action,Drama,Josei",Chap 12,Manhwa,Publishing,,?,,658
266,266,A Bouquet for an Ugly Girl,EN/JA,"Comedy,Romance,School",Chap 72,Manga,Finished,"Sakura,Roku","Apr4,2016to?",6.9,7533
267,267,A Boy Raised By Gods Will Be the Strongest,EN/JA,"Action,Adventure,Fantasy",Chap 48,Manga,Publishing,"Kuno,Toya(Art),Hata,Ryousuke","Dec6,2019to?",6.49,10240
268,268,A Boy Sensitive to Cold & a Hard-Boiled Girl,EN,"Comedy,Romance,School",Chap 16,Manga,Publishing,"Yoshichika,Ichi(Story&Art)","Jan20,2020to?",,1719
269,269,"A Boy Who Has Been Reincarnated Twice Spends Peacefully As An S-Rank Adventurer, ~ I Who Was A Sage And A Hero Of Previous World, Will Live In Peacefullness In The Next World~",EN/JA,"Action,Adventure,Fantasy",Chap 42,Manga,Publishing,"Ikeshita,Maue(Art),Juuichiya,Sui","Apr15,2019to?",6.4,30916
270,270,A Boy Who Loves Genderswap Got Genderswapped so He Acts out His Ideal Genderswap Girl,EN,"Comedy,GenderBender",Chap 33,Manga,Publishing,,?,,13124
271,271,A Boy's Scar,EN,"Drama,SliceofLife,Vampire",Chap 17,Manga,Finished,"Inaba,Hachi(Story&Art)","Feb15,2019toNov15,2020",7.1,1190
272,272,"A brave man trained by the worst demon king, unrivaled in the school of returnees from another world",EN/JA,"Action,Adventure,Magic",Chap 27,Manga,Publishing,,?,,26421
273,273,A Breakthrough Came Out by Forbidden Master and Disciple,EN/JA,"Action,Adventure,Comedy",Chap 18,Manga,Publishing,"Anikkii,Burazza(Story),Etou,Yona(Art)","Apr2,2020to?",7.94,13861
274,274,A Bride's Story,EN/FR/JA,"Drama,Historical,Romance",Chap 111,Manga,Publishing,"Mori,Kaoru(Story&Art)","Oct14,2008to?",8.55,31600
275,275,A Brief History of Robo sapiens,EN,"Sci-Fi,Seinen",Chap 13,Manga,Finished,"Shimada,Toranosuke","Jul21,2018toJun22,2019",,137
276,276,A Budgie's Life,EN,SliceofLife,Chap 296,Manhwa,Finished,,?,,377
277,277,A Business Proposal,EN,"Comedy,Drama,Romance",Chap 102,Manhwa,Finished,"Haehwa(Story),NARAK(Art)","Sep19,2018toDec25,2020",7.77,158905
278,278,A Cat and a Bird,EN,"Drama,Psychological,Shoujo",Chap 10,Manhwa,Finished,"Kim,SoHee(Story&Art)",?,6.93,92
279,279,A Cat That Loved a Fish,EN,"Romance,Shoujo",Chap 1,Manhwa,Finished,"Yoon,Mi-Kyung","Jan1,2005to?",6.4,110
280,280,A Cat-girl Passing the Days,EN/JA,"Comedy,Seinen,SliceofLife",Chap 117,Manga,Publishing,Ike(Story&Art),"Apr19,2008to?",7.47,768
281,281,A Centaur's Life,EN/JA,"Fantasy,Seinen,SliceofLife",Chap 177.5,Manga,Publishing,"Murayama,Kei(Story&Art)","Dec18,2010to?",7.3,2159
282,282,A Certain Scientific Accelerator,EN/JA,"Fantasy,School,SuperPower",Chap 63,Manga,Finished,"Yamaji,Arata(Art),Kamachi,Kazuma","Dec27,2013toJul27,2020",7.52,4355
283,283,A Certain Scientific Mental Out,EN,"School,Sci-Fi,SuperPower",Chap 26,Manga,Publishing,"Kamachi,Kazuma,Nogi,Yasuhito","Jul27,2021to?",,10611
284,284,A Certain Scientific Railgun,EN/JA,"Action,Comedy,Sci-Fi",Chap 157,Manga,Publishing,"Fuyukawa,Motoi(Art),Kamachi,Kazuma","Feb21,2007to?",8.26,25856
285,285,A Certain Scientific Railgun: Astral Buddy,EN/JA,"School,Sci-Fi",Chap 30,Manga,Finished,"Nogi,Yasuhito(Art),Kamachi,Kazuma","Apr27,2017toJul27,2020",7.79,3074
286,286,A Chance At Last,EN,"Drama,Fantasy,Romance",Chap 69,Manhwa,Publishing,,?,,1813
287,287,A Channel,EN,"Comedy,School,Seinen",Chap 128,Manga,Finished,Kurodabb(Story&Art),"Aug28,2008toNov27,2020",7.48,1113
288,288,A Comic Artist’s Survival Guide,EN,"Action,Adventure,Fantasy",Chap 24,Manhua,Publishing,,?,,1783
289,289,A Comics History of Japan,JA,Historical,Chap 91.5,Manga,Finished,s:jump,?,,1076
290,290,A Concubine’s Daughter and Her Tactics,EN,"Drama,Historical,Romance",Chap 15,Manhua,Publishing,,?,,659
291,291,A Condition Called Love,EN/JA,"Romance,School,Shoujo",Chap 61,Manga,Publishing,"Morino,Megumi","Dec22,2017to?",7.68,77826
292,292,A Cool Girl and a 12cm Promise,EN,"Comedy,Drama,Romance",Chap 23,Manga,Publishing,,?,,1358
293,293,A Corporate Slave in a World Full of Dungeons Acquires the Innate Skill Greed and Becomes the Strongest Balance Breaker~i Quit My Job to Live a Carefree Life~,EN/JA,"Action,Fantasy,Magic",Chap 17,Manga,Publishing,,?,,3250
294,294,A Corporate Slave Office Lady Takes a Breather,EN,Comedy,Chap 25,Manga,Publishing,,?,,1916
295,295,A Country of Maestri,EN,"Action,Drama,Fantasy",Chap 195,Manhwa,Finished,,?,,1495
296,296,A Couple of Cuckoos,EN/FR/JA,"Comedy,Harem,Romance",Chap 219,Manga,Publishing,"Yoshikawa,Miki","Jan29,2020to?",7.11,362293
297,297,"A Court Magician, Who Was Focused On Supportive Magic Because His Allies Were Too Weak, Aims To Become The Strongest After Being Banished",EN/JA,"Action,Adventure,Fantasy",Chap 133,Manga,Publishing,,?,,38521
298,298,A coward is incapable of exhibiting love; it is the prerogative of the brave.,EN,"Comedy,SliceofLife",Chap 10,Manga,Publishing,Tsutomu,"Jul6,2017to?",,352
299,299,A Cup of Coffee,EN/JA,"Romance,Seinen,SliceofLife",Chap 30,Manga,Publishing,"Miyabi,Akino","Apr22,2019to?",,2058
300,300,A Cursed Sword's Daily Life,EN/JA,"Comedy,Fantasy",Chap 110,Manga,Publishing,"Tobita,Nikiichi(Story&Art)","Jan13,2019to?",6.86,1552
301,301,A Cute Girl with Nasty Look,EN,"Comedy,Romance,School",Chap 66,Manga,Publishing,,?,,20410
302,302,A Cute Girlfriend,EN,"Mystery,Psychological,Romance",Chap 28,Manga,Publishing,,?,,13058
303,303,A Cute Guy,EN,"Romance,Shoujo",Chap 28,Manga,Publishing,"Saitou,Ken(Story&Art)","Sep5,2014toOct10,2019",7.78,1401
304,304,A Dance of Swords in the Night,EN,"Action,Adventure,Drama",Chap 47,Manhwa,Publishing,,?,,2070
305,305,A Dark Elf with a Slightly Overwhelming Love Chased Me All the Way from Another World,EN/JA,"Comedy,Fantasy,Romance",Chap 19,Manga,Publishing,,?,,7533
306,306,A Day In The Life Of The Shield Hero,EN/JA,"Adventure,Comedy,Fantasy",Chap 22.5,Manga,Publishing,"Akagashi(Art),Aneko,Yusagi","Sep27,2018to?",7.15,3844
307,307,A DeadbEAT's Meal,EN,"Drama,Romance,Shounen",Chap 138,Manhwa,Publishing,,?,,2856
308,308,A Deceitful Marriage,JA,"Comedy,Josei,Romance",Chap 27,Manga,Publishing,,?,,742
309,309,A Destructive God Sits Next to Me,EN/JA,"Comedy,Josei,School",Chap 54,Manga,Finished,"Aki,Arata","Jan15,2013toApr15,2020",7.0,873
310,310,A Devil and Her Love Song,EN/FR/JA,"Drama,Romance,School",Chap 91,Manga,Finished,"Toumori,Miyoshi(Story&Art)","Dec1,2006toApr5,2011",7.71,3372
311,311,A Diffusion Disease,EN,"Adventure,Drama,Psychological",Chap 9,Manga,Finished,"Oda,Hideji","Jan1,1991to?",7.11,242
312,312,A Direction of the Day After Tomorrow,EN/JA,"Drama,Fantasy,SliceofLife",Chap 21.2,Manga,Finished,"Yamada,J-ta","Sep16,2003toJul14,2007",6.63,139
313,313,A Divorced Evil Lady Bakes Cakes,EN,"Comedy,Historical,Romance",Chap 1,Manhwa,Publishing,,?,,825
314,314,A Doting Yandere in Another World Won't Let You Go!,EN,"Comedy,Drama,Fantasy",Chap 5,Manga,Finished,,?,,4075
315,315,A Drift Girl and a Noble Moon,EN/JA,"Comedy,Historical,School",Chap 8,Manga,Publishing,Chiune(Story&Art),"Jul26,2019to?",,213
316,316,A dungeon appeared on the earth that day,JA,"Action,Adventure,Fantasy",Chap 20,Manga,Publishing,,?,,629
317,317,A dungeon harem to build with elf-slaves - I'm going to sleep with them in another world and make more friends,JA,"Action,Adventure,Comedy",Chap 18,Manga,Publishing,,?,,7622
318,318,A Fake Affair,EN,Romance,Chap 5,Manhwa,Finished,,?,,196
319,319,A Farewell's Love That Begins With A Bet,EN/JA,"Comedy,Romance",Chap 13,Manga,Publishing,"Watanukimen(Art),Porun(Story)","May19,2020to?",,923
320,320,A Female Warrior Who Fell to the Goblin Kingdom,EN,"Action,Adventure,Fantasy",Chap 8,Manga,Finished,,?,,13558
321,321,A Fine and Bright Day,EN/JA,"Comedy,SliceofLife",Chap 18,Manga,Publishing,"Yoshimura,Yoshi","Aug27,2020to?",,450
322,322,A Fool and a Girl,KO,"Fantasy,Josei,Romance",Chap 27,Manhwa,Publishing,,?,,1151
323,323,A Former Assassin Was Reborn as a Noble's Daughter,EN/JA,"Comedy,Fantasy,Romance",Chap 13,Manga,Publishing,,?,,10119
324,324,A Former Brave Resident In The Dungeon,EN/JA,"Action,Comedy,Fantasy",Chap 51,Manga,Publishing,,?,,10546
325,325,A former brave resident in the dungeon,EN/JA,"Action,Ecchi,Fantasy",Chap 50,Manga,Publishing,"Shikage,Nagi(Art),Minesaki,Ryuunosuke(Story)","Jun15,2018to?",6.16,5715
326,326,"A Former Child Soldier Who Uses a Magic Sword Wants to Live With a Missy, the Former Enemy Leader.",EN/JA,"Action,Adventure,Fantasy",Chap 35,Manga,Publishing,,?,,14009
327,327,A Former Hero Returning From Another World Gets Involved in a Death Game,EN/JA,"Comedy,Fantasy,Horror",Chap 13,Manga,Publishing,,?,,4254
328,328,A former noble lady marries the lonely god of death,JA,"Romance,Seinen,Supernatural",Chap 52,Manga,Publishing,,?,,341
329,329,A Gamer Living With A Cat,EN,"Comedy,Shounen,SliceofLife",Chap 44,Manga,Publishing,"Nadatani,Wataru","Nov24,2018to?",,80
330,330,A Gate Opened on My First Day as a Politician,EN,"Drama,Fantasy,Shounen",Chap 46,Manhwa,Publishing,,?,,2358
331,331,A Gentle Breeze in the Village,JA,"Drama,Romance,Shoujo",Chap 69.3,Manga,Finished,"Kuramochi,Fusako","May28,1994toSep28,2000",,180
332,332,A Gentle Noble's Vacation Recommendation,EN/JA,"Adventure,Fantasy,SliceofLife",Chap 34.5,Manga,Publishing,"Momochi(Art),Misaki(Story)","Dec17,2018to?",,3727
333,333,A Girl & Her Guard Dog,EN/JA,"Romance,School,Shoujo",Chap 36,Manga,Publishing,Hatsuharu(Story&Art),"Dec13,2018to?",7.24,49546
334,334,A Girl on the Shore,EN/JA,"Drama,Psychological,Romance",Chap 20,Manga,Finished,"Asano,Inio","Jul7,2009toJan8,2013",7.38,18117
335,335,A Girl Who Was Told “You Have No Talent” Turned Out To Be A Talented Monster,JA,"Action,Adventure,Comedy",Chap 8,Manga,Publishing,,?,,198
336,336,A Girl With an Empty Heart and Fragments of a Rainbow,EN,"Adventure,Drama,Fantasy",Chap 17,Manga,Publishing,,?,,739
337,337,A Goddess Becoming Useless Due to an Overly Caring Man,EN,"Comedy,SliceofLife,Supernatural",Chap 5,Manga,Publishing,,?,,1471
338,338,A good-natured craftsman's trip to another world,EN/JA,"Adventure,Comedy,Fantasy",Chap 43,Manga,Publishing,"Hagi,Midori(Art),Dendensekai(Story)","Jun4,2020to?",,3063
339,339,A Grandcross Story,EN,"Action,Drama,Fantasy",Chap 26,Manhwa,Publishing,,?,,938
340,340,"A great mage who overwhelms the Demon King, but he is pushing him at home.",JA,"Fantasy,Romance,SliceofLife",Chap 17.5,Manga,Publishing,,?,,681
341,341,"A great man who does not appear in magic history ~Because he was dismissed from the Ministry of Magic for his futile research, he was able to monopolize the privilege to new magic all to himself~",EN/JA,"Action,Adventure,Comedy",Chap 40,Manga,Publishing,,?,,1510
342,342,"A Great Man, the Leader of the Pack",EN,"Action,Drama,Shounen",Chap 55,Manga,Finished,"Motomiya,Hiroshi","Nov29,1968toFeb27,1973",,75
343,343,A Happy Couple,JA,"Comedy,Doujinshi,Romance",Vol 2,Doujinshi,Publishing,Saisou,"May4,2020to?",7.28,44481
344,344,A Happy Ending for Villains,EN,"Drama,Fantasy,Romance",Chap 33,Manhwa,Publishing,,?,,1630
345,345,A happy ending isn't necessary for our love,EN,"Josei,Romance,SliceofLife",Chap 12,Manga,Finished,"Yajima,Fuyumi(Story&Art)","Jun13,2016toFeb13,2018",,181
346,346,A Harem in the Fantasy World Dungeon,EN/JA,"Action,Adventure,Fantasy",Chap 88,Manga,Publishing,"Issei,Hyouju,Sogano,Shachi","Apr26,2017to?",6.94,313463
347,347,A Heartfelt Andante,EN,Drama,Chap 70.5,Manhwa,Publishing,,?,,385
348,348,A Heroic Tale About Starting With a Personal Relations Cheat(Ability) and Letting Others Do the Job,EN/JA,"Action,Adventure,Magic",Chap 26,Manga,Publishing,,?,,15594
349,349,A High School Girl and A Private Teacher,EN,"Comedy,Romance,SliceofLife",Chap 14,Manga,Finished,mikimaki,"Sep21,2018toJan22,2020",,856
350,350,A High School Girl Raises A Corporate Slave,EN/JA,"Comedy,Romance,Shounen",Chap 37,Manga,Finished,"Taguchi,Kenji","Feb17,2019toNov10,2019",6.49,5898
351,351,A Hundred Ways To Abuse A Slag,EN,"Action,Adventure,Fantasy",Chap 9,Manhua,Publishing,,?,,220
